season,title,rating,votes,double,episode,votes_norm,month,writer_B_J__Novak,writer_Mindy_Kaling,writer_Gene_Stupnitsky,writer_Justin_Spitzer,writer_Brent_Forrester,writer_Jennifer_Celotta,writer_Michael_Schur,writer_Warren_Lieberstein,writer_Halsted_Sullivan,writer_Aaron_Shure,writer_Daniel_Chun,writer_Robert_Padnick,writer_Owen_Ellickson,writer_Carrie_Kemper,writer_Allison_Silverman,writer_Steve_Hely,writer_Lester_Lewis,writer_Steve_Carell,writer_Dan_Greaney,writer_Jonathan_Green,writer_Gabe_Miller,writer_Anthony_Q__Farrell,writer_Graham_Wagner,writer_Dan_Sterling,writer_Amelie_Gillette,writer_Nicki_Schwartz_Wright,writer_Jon_Vitti,writer_Paul_Lieberstein,writer_Ryan_Koh,writer_Tim_McAuliffe,writer_Greg_Daniels,writer_Ricky_Gervais,writer_Stephen_Merchant,writer_Lee_Eisenberg,writer_Caroline_Williams,writer_Jason_Kessler,writer_Peter_Ocko,writer_Charlie_Grandy,writer_Larry_Willmore,writer_Jonathan_Huges,director_Randall_Einhorn,director_Greg_Daniels,director_Paul_Feig,director_Ken_Kwapis,director_Jeffrey_Blitz,director_Ken_Whittingham,director_David_Rogers,director_Matt_Sohn,director_Charles_McDougall,director_Paul_Lieberstein,director_B_J__Novak,director_Brent_Forrester,director_Tucker_Gates,director_Troy_Miller,director_Harold_Ramis,director_Rainn_Wilson,director_John_Krasinski,director_Steve_Carell,director_Jennifer_Celotta,director_Mindy_Kaling,director_Ed_Helms,director_Julian_Farino,director_Lee_Eisenberg,director_Gene_Stupnitsky,director_Victor_Nelli_Jr_,director_Joss_Whedon,director_Claire_Scanlon,director_Dean_Holland,director_Rodman_Flender,director_Dennie_Gordon,director_Jason_Reitman,director_Bryan_Gordon,director_Charlie_Grandy,director_Miguel_Arteta,director_Jesse_Peretz,director_Daniel_Chun,director_Eric_Appel,director_Marc_Webb,director_Roger_Nygard,director_Lee_Kirk,director_Amy_Heckerling,director_John_Scott,director_Seth_Gordon,director_Stephen_Merchant,director_Bryan_Cranston,director_Reginald_Hudlin,director_Craig_Zisk,director_Brian_Baumgartner,director_J_J__Abrams,director_Alex_Hardcastle,director_Kelly_Cantley_Kashima,director_Michael_Spiller,director_Danny_Leiner,director_Asaad_Kelada,director_Jon_Favreau,words,Michael_words,Michael_words_total,Dwight_words,Dwight_words_total,Jim_words,Jim_words_total,Pam_words,Pam_words_total,Andy_words,Andy_words_total,Angela_words,Angela_words_total,Kevin_words,Kevin_words_total,Erin_words,Erin_words_total,Oscar_words,Oscar_words_total,Ryan_words,Ryan_words_total,Darryl_words,Darryl_words_total,Phyllis_words,Phyllis_words_total,Kelly_words,Kelly_words_total,Toby_words,Toby_words_total,Jan_words,Jan_words_total,Stanley_words,Stanley_words_total,Meredith_words,Meredith_words_total,Holly_words,Holly_words_total,Nellie_words,Nellie_words_total,Gabe_words,Gabe_words_total,Robert_words,Robert_words_total,Creed_words,Creed_words_total,David_words,David_words_total,Karen_words,Karen_words_total,Clark_words,Clark_words_total,Charles_words,Charles_words_total,Roy_words,Roy_words_total,Pete_words,Pete_words_total,Jo_words,Jo_words_total,Deangelo_words,Deangelo_words_total,Jim_about_Pam,Jim_about_Dwight,Pam_about_Jim,Pam_about_Michael,Michael_about_Jan,Michael_about_Holly,Dwight_Michael_dialog,Jim_Michael_dialog,Michael_Pam_dialog,Andy_Michael_dialog,Angela_Michael_dialog,Kevin_Michael_dialog,Erin_Michael_dialog,Michael_Oscar_dialog,Michael_Ryan_dialog,Darryl_Michael_dialog,Michael_Phyllis_dialog,Kelly_Michael_dialog,Michael_Toby_dialog,Jan_Michael_dialog,Michael_Stanley_dialog,Meredith_Michael_dialog,Holly_Michael_dialog,Gabe_Michael_dialog,Dwight_Jim_dialog,Dwight_Pam_dialog,Andy_Dwight_dialog,Angela_Dwight_dialog,Dwight_Kevin_dialog,Dwight_Erin_dialog,Dwight_Oscar_dialog,Dwight_Ryan_dialog,Darryl_Dwight_dialog,Dwight_Phyllis_dialog,Dwight_Kelly_dialog,Dwight_Toby_dialog,Dwight_Jan_dialog,Dwight_Stanley_dialog,Dwight_Meredith_dialog,Dwight_Nellie_dialog,Dwight_Gabe_dialog,Jim_Pam_dialog,Andy_Jim_dialog,Angela_Jim_dialog,Jim_Kevin_dialog,Erin_Jim_dialog,Jim_Oscar_dialog,Jim_Ryan_dialog,Darryl_Jim_dialog,Jim_Phyllis_dialog,Jim_Kelly_dialog,Jim_Toby_dialog,Jan_Jim_dialog,Jim_Stanley_dialog,Jim_Meredith_dialog,Jim_Nellie_dialog,Gabe_Jim_dialog,Andy_Pam_dialog,Angela_Pam_dialog,Kevin_Pam_dialog,Erin_Pam_dialog,Oscar_Pam_dialog,Pam_Ryan_dialog,Darryl_Pam_dialog,Pam_Phyllis_dialog,Kelly_Pam_dialog,Pam_Toby_dialog,Jan_Pam_dialog,Meredith_Pam_dialog,Nellie_Pam_dialog,Gabe_Pam_dialog,Andy_Angela_dialog,Andy_Kevin_dialog,Andy_Erin_dialog,Andy_Oscar_dialog,Andy_Ryan_dialog,Andy_Darryl_dialog,Andy_Phyllis_dialog,Andy_Kelly_dialog,Andy_Toby_dialog,Andy_Jan_dialog,Andy_Stanley_dialog,Andy_Meredith_dialog,Andy_Nellie_dialog,Andy_Gabe_dialog,Angela_Kevin_dialog,Angela_Erin_dialog,Angela_Oscar_dialog,Angela_Phyllis_dialog,Angela_Kelly_dialog,Angela_Jan_dialog,Angela_Meredith_dialog,Erin_Kevin_dialog,Kevin_Oscar_dialog,Kevin_Ryan_dialog,Darryl_Kevin_dialog,Kevin_Phyllis_dialog,Kelly_Kevin_dialog,Kevin_Toby_dialog,Jan_Kevin_dialog,Holly_Kevin_dialog,Kevin_Nellie_dialog,Gabe_Kevin_dialog,Erin_Oscar_dialog,Erin_Ryan_dialog,Darryl_Erin_dialog,Erin_Phyllis_dialog,Erin_Kelly_dialog,Erin_Stanley_dialog,Erin_Meredith_dialog,Erin_Nellie_dialog,Erin_Gabe_dialog,Oscar_Ryan_dialog,Darryl_Oscar_dialog,Oscar_Phyllis_dialog,Kelly_Oscar_dialog,Oscar_Toby_dialog,Oscar_Stanley_dialog,Kelly_Ryan_dialog,Ryan_Toby_dialog,Ryan_Stanley_dialog,Nellie_Ryan_dialog,Darryl_Kelly_dialog,Darryl_Toby_dialog,Darryl_Nellie_dialog,Darryl_Gabe_dialog,Kelly_Phyllis_dialog,Phyllis_Stanley_dialog,Holly_Phyllis_dialog,Nellie_Phyllis_dialog,Kelly_Toby_dialog,Jan_Kelly_dialog,Kelly_Stanley_dialog,Kelly_Meredith_dialog,Gabe_Kelly_dialog,Meredith_Toby_dialog,Nellie_Toby_dialog,Gabe_Toby_dialog,Holly_Jan_dialog,Holly_Meredith_dialog,dialog_mean_length,number_of_dialog,stamford,scranton,dunder,stupid,sales,news,pregnancy,bitch,promotion,leaving,hate,love,money,paper,meeting,office,date,death,wedding,party,christmas,halloween,dundies,birthday,valentine,what_she_said,laughing,whispering,screaming,singing,applause,accent,crying,smiling,sigh,kiss,one
3,Ben Franklin,8.0,4246,0,15,0.005544224526730057,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,40.875596012136974,943.0,8.539228435197225,197.0,7.542262678803642,174.0,10.83658430862592,250.0,0.0,0.0,1.3003901170351104,30.0,1.083658430862592,25.0,0.0,0.0,0.0,0.0,1.3437364542696142,31.0,0.0,0.0,0.0,0.0,1.6038144776766363,37.0,0.0,0.0,1.7338534893801474,40.0,0.08669267446900737,2.0,0.3467706978760295,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.371911573472041,147.0,0.0,0.0,0.0,0.0,1.1703511053315996,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747126436781609,0.0,0.8,0.10604453870625664,0.0,18,11,10,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882352941176471,34.0,0.0,0.0,0.043346337234503686,0.0,0.043346337234503686,0.0,0.0,0.0,0.0,0.0,0.0,0.08669267446900737,0.0,0.0,0.08669267446900737,0.08669267446900737,0.0,0.0,0.2167316861725184,0.2600780234070221,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
3,Phyllis' Wedding,8.2,4301,0,16,0.00561604090660998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,42.82858570714642,857.0,13.44327836081959,269.0,8.395802098950524,168.0,5.197401299350325,104.0,0.0,0.0,1.249375312343828,25.0,4.097951024487757,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94752623688156,99.0,3.3983008495752123,68.0,0.2498750624687656,5.0,0.0,0.0,0.19990004997501248,4.0,0.5497251374312844,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.098950524737631,42.0,0.0,0.0,0.0,0.0,5.3473263368315855,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,1.7857142857142858,0.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4.541666666666667,24.0,0.0,0.0,0.04997501249375312,0.0,0.0,0.04997501249375312,0.0,0.0,0.0,0.0,0.09995002498750624,0.09995002498750624,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.04997501249375312,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,1,0,0,0,0,0,1
3,Business School,8.9,4994,0,17,0.00652092729309701,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,39.827255278310936,830.0,13.867562380038388,289.0,6.094049904030711,127.0,8.253358925143955,172.0,0.0,0.0,0.7197696737044146,15.0,1.2955854126679462,27.0,0.0,0.0,1.0076775431861804,21.0,7.0057581573896375,146.0,0.0,0.0,0.0,0.0,5.854126679462572,122.0,2.8790786948176583,60.0,0.0,0.0,0.09596928982725528,2.0,1.151631477927063,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5758157389635317,12.0,0.0,0.0,1.055662188099808,22.0,0.0,0.0,0.0,0.0,3.2629558541266794,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7874015748031497,0.7874015748031497,0.0,0.0,0.0,0.0,4,0,18,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65625,32.0,0.0,0.04798464491362764,0.04798464491362764,0.14395393474088292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14395393474088292,0.04798464491362764,0.19193857965451053,0.0,0.2399232245681382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,1
3,Cocktails,8.5,4251,0,18,0.005550753288537322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2489,34.712736038569716,864.0,8.879067898754519,221.0,7.0711128967456816,176.0,9.642426677380476,240.0,0.0,0.0,0.16070711128967458,4.0,1.5267175572519085,38.0,0.0,0.0,0.0,0.0,0.7633587786259542,19.0,0.0,0.0,0.0,0.0,0.24106066693451186,6.0,0.16070711128967458,4.0,17.19566090799518,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0847730012053034,27.0,2.2900763358778624,57.0,5.946163117717958,148.0,0.0,0.0,0.0,0.0,6.347930895942144,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8101851851851852,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,48.0,0.0,0.04017677782241864,0.0,0.04017677782241864,0.0,0.0,0.0,0.0,0.0,0.0,0.04017677782241864,0.32141422257934915,0.04017677782241864,0.04017677782241864,0.04017677782241864,0.0,0.12053033346725593,0.0,0.0,0.24106066693451186,0.08035355564483729,0.0,0.0,0.0,0.0,0.08035355564483729,1,0,0,0,0,0,0,1,0,2,1
3,The Negotiation,9.0,4848,0,19,0.00633028744832485,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545,29.026798307475318,1029.0,9.28067700987306,329.0,9.365303244005641,332.0,3.8363892806770097,136.0,1.6361071932299012,58.0,1.495063469675599,53.0,1.52327221438646,54.0,0.0,0.0,1.777150916784203,63.0,1.52327221438646,54.0,11.53737658674189,409.0,0.4795486600846262,17.0,5.7263751763046535,203.0,3.4696755994358255,123.0,8.293370944992947,294.0,1.0155148095909732,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535966149506347,19.0,0.0,0.0,6.09308885754584,216.0,0.0,0.0,0.0,0.0,3.1875881523272214,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024096385542169,0.0,0.0,0.38872691933916426,0.0,0,4,4,0,0,0,0,0,0,68,4,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8942307692307687,104.0,0.0,0.028208744710860368,0.056417489421720736,0.14104372355430184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028208744710860368,0.056417489421720736,0.0846262341325811,0.028208744710860368,0.0846262341325811,0.0,0.028208744710860368,0.028208744710860368,0.028208744710860368,0.0,0.0,0.0,0.0,0.0,0.0,6,5,2,0,0,0,0,0,2,1,1
3,Safety Training,8.8,4516,0,20,0.005896777664322406,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894,36.040082930200406,1043.0,14.961990324809953,433.0,6.012439530062197,174.0,3.455425017277125,100.0,4.42294402211472,128.0,0.138217000691085,4.0,4.0082930200414655,116.0,0.0,0.0,0.5183137525915688,15.0,1.0711817553559089,31.0,14.201796821008985,411.0,0.0,0.0,5.010366275051831,145.0,4.250172771250863,123.0,0.0,0.0,0.31098825155494125,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492052522460263,13.0,0.0,0.0,0.7256392536281963,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344829,0.0,1.0,0.0,0.0,56,0,10,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,5,15,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8382352941176467,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03455425017277125,0.0,0.0,0.03455425017277125,0.10366275051831376,0.0,0.0,0.0,0.31098825155494125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03455425017277125,0.0,0.0,2,0,0,3,1,0,0,0,0,1,1
3,Product Recall,8.7,4455,0,21,0.005817126770273764,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707,33.062430735131144,895.0,10.712966383450317,290.0,9.16143332101958,248.0,4.543775397118582,123.0,10.602142593276689,287.0,5.245659401551533,142.0,2.031769486516439,55.0,0.0,0.0,1.3668267454746952,37.0,0.22164758034724788,6.0,0.0,0.0,0.5171776874769117,14.0,6.9449575175471,188.0,0.0,0.0,0.0,0.0,0.25858884373845586,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.050609530845957,245.0,0.0,0.0,0.7388252678241596,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130081300813008,0.0,0.0,18,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.212765957446808,47.0,0.0,0.1847063169560399,0.22164758034724788,0.0,0.036941263391207985,0.036941263391207985,0.0,0.036941263391207985,0.0,0.036941263391207985,0.0,0.036941263391207985,0.036941263391207985,0.25858884373845586,0.0,0.07388252678241597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036941263391207985,1,0,0,2,1,7,0,0,0,0,1
3,Women's Appreciation,8.8,4519,0,22,0.005900694921406766,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,42.290215086337476,1396.0,13.632232656770675,450.0,7.209936382914268,238.0,9.148742805210542,302.0,2.787034232050894,92.0,4.059375946682823,134.0,1.7873371705543777,59.0,0.0,0.0,0.0,0.0,1.4541048167222057,48.0,0.0,0.0,3.2414419872765827,107.0,0.6361708573159649,21.0,1.6358679188124812,54.0,4.21084519842472,139.0,0.0,0.0,0.8179339594062406,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393214177521963,79.0,0.0,0.0,4.6349591033020285,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201680672268908,0.6622516556291391,0.0,0.501432664756447,0.0,10,0,11,0,0,0,0,0,0,0,8,0,12,9,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8181818181818183,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1514692517418964,0.0,0.0,0.06058770069675856,0.18176310209027569,0.03029385034837928,0.0,0.0,0.03029385034837928,0.03029385034837928,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0,2,0,3,0,1
3,Beach Games,9.2,5211,0,23,0.006804275555532343,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,47.10334788937409,1618.0,8.529839883551674,293.0,5.822416302765647,200.0,13.129548762736535,451.0,5.269286754002911,181.0,2.183406113537118,75.0,3.056768558951965,105.0,0.0,0.0,2.0669577874818046,71.0,1.3973799126637554,48.0,0.0,0.0,0.11644832605531295,4.0,1.630276564774381,56.0,0.4075691411935953,14.0,0.0,0.0,3.3187772925764194,114.0,1.0771470160116448,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4657933042212518,16.0,1.6593886462882097,57.0,1.1353711790393013,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22172949002217296,0.2472187886279357,0.0,27,6,37,4,0,0,0,0,0,0,4,0,6,0,9,0,0,0,6,0,7,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5147058823529416,68.0,0.02911208151382824,0.05822416302765648,0.02911208151382824,0.0,0.05822416302765648,0.0,0.0,0.0,0.0,0.02911208151382824,0.0,0.05822416302765648,0.02911208151382824,0.0,0.0,0.14556040756914118,0.0,0.02911208151382824,0.05822416302765648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,3,1,0,0,0,4,0,1
3,The Job,9.3,5482,1,24,0.007158134445486145,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141,27.232056020229532,1400.0,14.355183816378135,738.0,9.745185761524995,501.0,10.58159891071776,544.0,3.6763275627309855,189.0,0.8558646177786423,44.0,1.9645983271737013,101.0,0.0,0.0,1.4588601439408675,75.0,1.3032483952538416,67.0,0.0,0.0,0.6613499319198599,34.0,0.3501264345458082,18.0,0.0,0.0,8.714257926473449,448.0,0.8947675549503987,46.0,1.108733709395059,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4862867146469558,25.0,9.939700447383776,511.0,6.282824353238668,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3992015968063872,0.1996007984031936,0.0,0.0,0.5,0.0,7,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4452554744525545,68.5,0.019451468585878238,0.09725734292939116,0.0583544057576347,0.03890293717175647,0.019451468585878238,0.0,0.0,0.03890293717175647,0.0,0.0583544057576347,0.0,0.0583544057576347,0.019451468585878238,0.09725734292939116,0.019451468585878238,0.07780587434351294,0.019451468585878238,0.0,0.0,0.019451468585878238,0.0,0.0,0.0,0.0,0.0,0.0,17,4,0,0,1,0,5,9,0,1,1
